house_id,predicted_price
2591820310,384599.2115940684
7974200820,884305.9947048358
7701450110,1133614.210398712
9522300010,1942607.8755660453
9510861140,686903.6961897683
1761300310,250626.45701172878
7732410120,802396.4017656189
7010701383,640838.9675795622
291310170,410319.13463040715
4232901990,545774.4577626487
6840701125,665375.66279822
3971700580,394942.9509652462
4202400078,240294.01898996282
6064800090,326281.7434075981
2626119028,268589.1621562238
3303980660,1083999.3278419145
862000020,877799.5942086036
2386000070,941100.654576516
1138000450,375476.0849035927
1775800420,430161.32832422754
2291401425,441892.04927574383
2025770560,1039802.753685559
3525069037,702835.687517355
9324800450,580371.6107612433
8080400136,569963.145
8651540040,511555.7046340111
9407001790,257197.99441128902
1773101530,232083.51488887475
9432900250,318984.9860578064
1794500695,568006.9070336805
2220069003,338451.1631995253
923000120,476580.2641814907
5728000060,526351.9999434864
16000200,221698.68228955768
1926059094,439493.495
6672900220,1006057.9436549715
3629860060,829239.0745470715
1822069109,430237.7304106075
6675500105,382390.6014672653
249000180,1819555.2196991753
226059065,519205.3598212304
396100110,255431.50973270077
9264450460,821564.3955981189
7853361210,416905.41327198007
9474700020,325098.38030933635
421000455,253880.81285668045
3755200220,433752.6677556117
7960100075,496594.368799232
9477100490,419111.8124836414
9138100350,794300.796061562
1624049275,504106.81290854985
2770606890,530703.3713253839
1157200189,407822.3141080473
2770601800,518635.10154698766
9301300805,545365.2401205883
2325069032,1243488.1817900008
1021079099,364373.6228333831
7215730040,706200.1346158248
1853200080,477110.55602355563
3224600340,690660.1307430335
3222049120,443349.2195492454
2113700025,307804.0393735759
7893207925,234422.82979296352
3586501085,674635.6779654014
8024200010,440940.97826507105
7116500705,176060.29998743825
1598600209,347203.70180842816
7204200025,1044358.7163516781
4206901505,564274.7111955492
2937300440,944037.5346659464
7205000180,333585.245487122
8718500665,387608.00867369963
5318101765,861451.3978078226
4122700020,1031824.3702309923
8078700020,506664.3139938866
3303980680,956217.5231334051
8924100372,1213943.2027160437
2781270210,207671.05074052175
519000043,567976.3659421444
3225069301,1308754.7331723983
151000075,1271675.343528769
2297400020,446409.76542606094
6617500085,667893.1769017616
104510180,232308.5155293071
3528900060,941959.6509125266
3345100286,595737.9305577888
1226039130,430198.48698747443
8712100720,694944.1530188501
3037200010,431923.24108892865
3626039268,491005.2946803969
104510230,238429.24938917955
5112800060,435516.23921397753
6072400280,616028.4205416414
5317100570,1105410.0372626153
9528102993,586144.3835948504
2919201095,492225.40159266087
6181400920,269587.1107373574
185000161,260994.7650147034
8691400010,733900.4841308529
3345700165,602058.1493850235
6151800486,248305.4764423714
4340000080,1277299.1811136939
4136960010,511470.15297923156
3634100030,314445.7860948245
1624059224,1105682.9345289823
2788400090,264457.75801931677
9828200762,448922.347268665
7524400250,493178.3629164783
3528000290,702444.7069814391
5700003630,2141148.9127499573
2720069019,297090.3680377323
7227501170,236802.2875363075
2397101270,601810.5061921151
6792100090,749364.7684169096
2770602265,556488.9695077739
3971700937,301128.41078916885
422049203,240130.8160395181
3076500830,323726.03930181224
1423400260,300115.31225986744
9161100795,445189.1763614535
3126049052,508298.9869553601
5100401468,441786.7649627228
514500235,415019.50614477915
1423200170,202972.21367789753
1402100070,412448.19737987214
624110020,794333.8177743253
2407000145,210885.36511911036
1890000225,889697.545
1320069271,312256.0600202737
5490700085,390285.85392555443
263000155,489229.81330950663
3726800201,472012.0537702858
5153200358,345435.6044534309
2725079018,798702.1448427198
7165700200,281227.667373961
9429000170,590101.7668789099
8718500075,359240.8076565075
1760650950,312863.74192848656
1068000559,1275452.7985126136
4113800500,661519.9130169493
4077800507,508764.5973911173
2725069150,705956.1917367022
4008400035,701666.2158313919
7016310270,422503.86779102916
1432701230,219729.13251921345
3278606050,366014.28387570253
2473350710,372095.15083255543
2185000685,197467.925
7792000025,435727.07586807496
6868200029,561831.9723495344
624069003,794779.7172031328
7431500280,895811.1841254387
3296000040,541325.6663751886
1118001215,1753710.699540932
6453900040,700290.0021955504
333100209,700410.265
34001765,619832.2366267224
8946700100,380902.33672516095
5561401210,604824.920316384
6671900095,349881.02898591245
3275850020,717599.4921016439
3876300600,427663.74101585365
1450900020,256058.25289881465
8562780280,337188.90778867423
7663700973,332554.2013901209
2126049032,362407.6308519904
1823059159,203457.56330899507
3438503426,266237.86
9297301495,590792.006630921
7140700850,376047.8540975006
7942601805,828787.9016209334
2555900030,372361.6708371557
2887970040,268988.80566086865
7419700010,694730.6468557135
2239000011,398936.29631863703
9283800050,361497.3477593523
9407001340,255069.55907588222
217500140,593614.1820297301
7212660520,249654.88151058755
3298201170,364805.87914814486
3057000400,269808.12354547135
6865200444,475330.7523010887
6071600340,559918.3126394122
6821600005,683277.0967876954
1235100371,931717.011454924
7796450340,365645.7621469304
3603000410,162120.6622136473
9297300255,530967.510417718
9126100850,610987.7736877757
2770601462,520445.7921947232
2599001500,217303.63584879856
1102000095,743483.6265676254
1853080640,916510.2161858078
9551201585,884178.0839371925
3438500796,322196.40541009774
7518504291,523181.9080534076
9269200340,418882.6612564668
715010130,1608746.8297460396
1982201485,655299.8395799453
9526500080,400858.9919972293
9277200180,466373.14743247465
6669150280,301085.64201352635
8917100153,632479.8737929276
3760500516,1348554.223100162
2725069050,944525.3093430698
3332000091,364307.5335218332
8562770080,596290.0505818727
8151601190,313985.4139677718
8563040160,621905.7934571307
240000269,621429.9809542415
4307350200,324108.495
1311910300,270227.235
3574900030,506614.5314750485
7853230570,438145.06488376646
320069049,373735.6962343905
9839301060,705111.9518479985
7011201333,543088.2558350996
2781320100,278407.2328368985
